text,based_on,applied,received,acknowledgement,second,third,cermony,marriage,residency,stamp,irish_descent,origins
"Hi, lads! Is that Letter with ""Approval stage"" arriving with Registered Post or as an ordinary Post? My profile Application Based On 5+ years residency (myself and my wife) Applied On 25/11/18 both. Application received On 26/11/18 both Acknowledgement  No asking for additional papers. And returned passports My wife (EU) on 23/12/2018 Myself (Non-EU) on 02/02/2019 Second Letter Pending for both Awaiting On Approval Pending for both",5+ years residency (myself and my wife),2018-11-25,2018-11-26,,,,,False,True,,False,N/A
My profile Application Based On 5+ years residency (myself NonEU and my wife EU) Applied On 25/11/18 both. Application received On 26/11/18 both Acknowledgement  No asking for additional papers. And returned passports My wife (EU) on 23/12/2018 Myself (Non-EU) on 02/02/2019 Second Letter for my wife  21/11/2019 Approval letter for wife 30/11/2019 Ceremony for my wife 09/12/2019 Second letter for myself  08/01/2020 Approval letter for myself 11/02/2020 Ceremony for myself  02/03/2020  Good luck to everyone!!!,5+ years residency (myself NonEU and my wife EU),2018-11-25,2018-11-26,,,,,False,True,,False,Non-EU
Application Based On Non-EU (5 years + Irish Association) Applied On 3rd December 2018 Application received On 5th December 2018 Acknowledgement 6th December 18 (asked for further documentation) Second Letter 22nd June 2019 Awaiting On Approval 8th Jan 2020 Date of Ceremony Pending,Non-EU (5 years + Irish Association),2018-12-03,2018-12-05,,2019-06-22,2020-01-08,,False,False,,False,Non-EU
"Application Based On 5 years (Non EU, Spousal Dependent under Crit Skills Visa - Partner was Stamp 1/4) - Provided partner's application reference number Applied On 3 December 2018 Acknowledgement  7 December 2018 - Requesting additional bank statements and letters from spouse confirming financial support and P60/P21s from all prior 5 years Second Letter Pending Awaiting On Approval Pending Date of Ceremony Pending","5 years (Non EU, Spousal Dependent under Crit Skills Visa - Partner was Stamp 1/4) - Provided partner's application reference number",2018-12-03,,2018-12-07,,,,True,True,Stamp 1/4) - Provided partner's application reference number,False,Non-EU
"Application Based On 5+ years residency, Stamp 1-4 (NON-EU) Applied On 5 Dec 2018 Application received On 6 Dec 2018 6 months' bank statements posted on 7 Dec 2018 -- decided not to wait for them to be requested Acknowledgment 7 Jan 2019 - Passports returned  Acknowledgment 15 Jan 2019 - Statements received  Second Letter, receipt, and notice that the application has moved to the 2nd stage 21 Jan 2019. No further documents requested. Awaiting On Approval Pending Date of Ceremony Pending","5+ years residency, Stamp 1-4 (NON-EU)",2018-12-05,2018-12-06,,2019-01-21,,,False,True,Stamp 1-4 (NON-EU,False,Non-EU
Application Based On Non-EU 5+ residence Applied On 12/12/2018 Acknowledgement + Second stage 14/01/2019 Approval 18/11/2019 Date of Ceremony '20? (failed to submit docs for Dec 2019 ceremony due to a business trip),Non-EU 5+ residence,2018-12-12,,,,2019-11-18,2019-12-01,False,True,,False,Non-EU
Application Based on Non-Eu. Stamp1 and 4 Applied On 3/01/2019 Application received On 4/01/2019 Acknowledgement  8/2/2019 Second Letter 8/2/2019 Awaiting On Approval 8/4/2019 Date of Ceremony 29/4/2019   So really just over 3 months from application to approval.,Non-Eu. Stamp1 and 4,2019-01-03,2019-01-04,2019-02-08,2019-02-08,2019-04-08,2019-04-29,False,True,Stamp1 and 4,False,Non-EU
Application Based On NonEU (Stamp 1 + Stamp 4) Applied On 04/01/2019 Application received On 07/01/2019 Acknowledgement  09/01/2019 (received passport back and receipt of payment. They asked for 3 months of bank statements for 2013 and 2014. Submitted on 10/1/19 and they received on 11/1/19) Second Letter Pending Awaiting On Approval Pending Date of Ceremony Pending,NonEU (Stamp 1 + Stamp 4),2019-01-04,2019-01-07,2019-01-09,,,,False,True,Stamp 1 + Stamp 4,False,Non-EU
"There is no thread for 2019 so I'm going to jump in and start one if that is okay with the mods, following same format as previous years   Application Based On Spouse of an Irish Citizen Applied On 04/01/2019 Application received On 07/01/2019 Acknowledgement  10/01/2019 (received passport back and receipt of payment. They asked for 3 months of bank statements for 2015 and 2016. Submitted on 16/1/19 and they received on 18/1/19) Second Letter Pending Awaiting On Approval Pending Date of Ceremony Pending",Spouse of an Irish Citizen,2019-01-04,2019-01-07,2019-01-10,,,,True,False,,False,N/A
Application Based On 9 years continuous residency EU Citizen (British) Applied On 07/01/2019 Application received On 08/01/2019 Acknowledgement + Passport returned 14/01/2019 Fee receipt + Reference Number 14/01/2019 Second Letter 25/06/2019 Awaiting On Approval Pending Date of Ceremony Pending,9 years continuous residency EU Citizen (British),2019-01-07,2019-01-08,,2019-06-25,,,False,True,,False,EU
Applied 7Jan2019 Second stage Aug 2019 Awaiting approval 21 jan(dated 19 Jan) Sending bank draft tomorrow,,2019-01-07,,,,,,False,False,,False,N/A
"Application Based On non-EU resident for 28 years (US citizen) Applied On 08/01/2019 Application received On 10/01/2019  receipt and acknowledgment of payment Acknowledgement  14/01/2019 (received passport back, your application has been initially assessed and has proceeded to second stage of processing)  I sent registered letter mid-july 2019 and received a form letter back 23/07/2019 ""currently being processed in the normal way, we are extremely busy at present"" etc   Second Letter Pending Awaiting On Approval Pending Date of Ceremony Pending",non-EU resident for 28 years (US citizen),2019-01-08,2019-01-10,2019-01-14,,,,False,True,,False,Non-EU
"Application Based On Residence, EU citizen Applied On 09/01/2019 Application received On 10/01/2019 Acknowledgement  25/01/2019 received passport and receipt of payment.  Request for further evidence of residence for 2014-2019 which I sent back on 05/01/19, received by them on 06/02/19. Further request for partners proof of residence 07/02, received by them on 08/02. Second Letter Pending Awaiting On Approval Pending Date of Ceremony Pending","Residence, EU citizen",2019-01-09,2019-01-10,2019-01-25,,,,False,True,,False,EU
Application Based On EU Citizen with 5 years residence Applied On 09/01/2019 Application received On 10/01/2019 Second Letter 02/02/19 (Processing Team 1) Approval 19/11/2019  Bank draft and photos sent on 21/11/19 received on 22/11/2019  Date of Ceremony Pending,EU Citizen with 5 years residence,2019-01-09,2019-01-10,,2019-02-02,2019-11-19,,False,True,,False,EU
Application Based On Non EU ( Stamp 4) Applied On 10/01/2019 Application received On 11/01/2019 Acknowledgement  06/02/2019 Second Letter 07/02/2019 Awaiting On Approval Pending Date of Ceremony Pending,Non EU ( Stamp 4),2019-01-10,2019-01-11,2019-02-06,2019-02-07,,,False,True,Stamp 4,False,Non-EU
Application Based On Irish Spouse Applied On 15/01/2019 Application received On 16/01/2019 Acknowledgement  11/03/2019 Second Letter 25/06/2019 Awaiting On Approval Pending Date of Ceremony Pending,Irish Spouse,2019-01-15,2019-01-16,2019-03-11,2019-06-25,,,True,False,,False,N/A
Application Based On Non EU - 8 years residence Applied On 15/01/2019 Application received On 16/01/2019 Acknowledgement + Passport returned 27/01/2019 Fee receipt + Reference Number 27/01/2019 Second Letter 27/01/2019 Awaiting On Approval Pending Date of Ceremony Pending,Non EU - 8 years residence,2019-01-15,2019-01-16,,2019-01-27,,,False,True,,False,Non-EU
"Application Based On 12 years residency - EU  Application sent on 18 Jan 2019 Application received On 21 Jan 2019 Acknowledgement  5 Feb  2019 - Passport returned, draft recipe and advised that the application has moved to the next stage. Second Letter Pending Awaiting On Approval Pending Date of Ceremony Pending",12 years residency - EU,2019-01-18,2019-01-21,2019-02-05,,,,False,True,,False,EU
Application based on citizenship by descent (grandparent) Application sent 19/01/2019 Application received 30/01/2019 Clarification of Current Mailing Address Requested12/11/2019 (submitted via email 12/14/2019) Note They stated that approval was contingent on me verifying my current mailing address   Currently Awaiting  Approval,citizenship by descent (grandparent),2019-01-19,2019-01-30,,,,,False,False,,False,N/A
"Application Based On NonEU (Stamp 1 + Stamp 4) Applied On 28/01/2019 Application received On 29/01/2019 Acknowledgement  20/02/2019 (received original passport back, receipt and letter confirming my application got to the 2nd stage) Second Letter Pending Awaiting On Approval Pending Date of Ceremony Pending",NonEU (Stamp 1 + Stamp 4),2019-01-28,2019-01-29,2019-02-20,,,,False,True,Stamp 1 + Stamp 4,False,Non-EU
Application Based On NonEU (Stamp 1 + Stamp 4) Applied On 28/01/2019 Application received On 29/01/2019 Acknowledgement  Pending (desperately waiting for my passport as I have a trip mid march) Second Letter Pending Awaiting On Approval Pending Date of Ceremony Pending,NonEU (Stamp 1 + Stamp 4),2019-01-28,2019-01-29,,,,,False,True,Stamp 1 + Stamp 4,False,Non-EU
Application Based On 5 years residency (EU Citizen) Applied On 28 Jan 2019 Application received On 30 Jan 2019 Acknowledgement  23 Mar 2019 Second Letter 23 Mar 2019 Awaiting On Approval - Date of Ceremony -,5 years residency (EU Citizen),2019-01-28,2019-01-30,2019-03-23,2019-03-23,,,False,True,,False,EU
Application Based On 5 years residency (EU Citizen) Applied On 28 Jan 2019 Application received On 30 Jan 2019 Acknowledgement  - Second Letter - Awaiting On Approval - Date of Ceremony -,5 years residency (EU Citizen),2019-01-28,2019-01-30,,,,,False,True,,False,EU
"* Application Based On Spouse of an Irish Citizen – came to Ireland Oct. 2015 1) Applied On 04/02/2019 to cover the period travelled over 6 weeks during 2016. 2) Application received On 05/02/2019 3) Acknowledgement  11/02/2019 (received passport and receipt of payment and they asked for 3 different proofs of addresses for 2016 only. Submitted on 18/2/19 and they received it on 19/2/19) 4) Second Letter 25/06/2019 5) Extra proofs after second letter On the 30/09/19 they asked for 3 proofs of address from 2015 although the application was based on 3 years (2016,2017, and 2018). Submitted on 01/10/19 by registered post and received on 02/10/2019  6) Acknowledgement 03/10/2019 received a letter dated 02/10/2019 that they received my latest documents submitted    8 ) Awaiting On Approval Pending 9) Date of Ceremony Pending",Spouse of an Irish Citizen – came to Ireland Oct. 2015,2019-02-04,2019-02-05,2019-02-11,2019-06-25,,,True,False,,False,N/A
Application Based On NonEU (Stamp 1 + Stamp 4) Applied On 04/02/2019 Application received On 05/02/2019 Acknowledgement  Pending (desperately waiting for my passport as I have a trip mid march) Second Letter Pending Awaiting On Approval Pending Date of Ceremony Pending,NonEU (Stamp 1 + Stamp 4),2019-02-04,2019-02-05,,,,,False,True,Stamp 1 + Stamp 4,False,Non-EU
Application Based On Spouse of an Irish Citizen  Applied On 05/02/2019  Application received On 6/02/2019  Acknowledgement  16/04/2019 (Passport received back along with Receipt of payment  Second Letter Pending  Awaiting On Approval Pending  Date of Ceremony Pending,Spouse of an Irish Citizen,2019-02-05,2019-02-06,2019-04-16,,,,True,False,,False,N/A
Application Based On Spouse of an Irish Citizen  Applied On 05/02/2019  Application received On 6/02/2019  Acknowledgement  Pending  Second Letter Pending  Awaiting On Approval Pending  Date of Ceremony Pending,Spouse of an Irish Citizen,2019-02-05,2019-02-06,,,,,True,False,,False,N/A
Application type minor  Applied on 07/02/2019 Received on 08/02/2019 Acknowledgement passports arrived on 11/06/2019 but no reference number Second letter Pending Approval Pending  Certificate Pending,,2019-02-07,2019-02-08,,,,,False,False,,False,N/A
Application type minor  Registered post sent 07/02/2019 Received at DSU 09/02/2019 Acknowledgement no passports no letters nothing at all Approval n/a Certificaten/a Been 16 weeks now kids cant go on holidays...,,2019-02-07,2019-02-09,,,,,False,False,,False,N/A
"Application Based On Residence, EU citizen Applied On 09/02/2019 Application received On 12/02/2019 Acknowledgement  05/03/2019 received passport and receipt of payment. Request for Italian Police Clearance Certificate to be provided within the next 28 days  Second Letter Pending Awaiting On Approval Pending Date of Ceremony Pending","Residence, EU citizen",2019-02-09,2019-02-12,2019-03-05,,,,False,True,,False,EU
"(Posting for a friend) Application Based On Stamp 1, non eu Applied On 11/02/2019 Application received On 12/02/2019 Acknowledgement  19/03/2019 (passport received) Second Letter Pending Awaiting On Approval Pending Date of Ceremony Pending","Stamp 1, non eu",2019-02-11,2019-02-12,2019-03-19,,,,False,True,"Stamp 1, non eu",False,Non-EU
Application Based On NonEU (Stamp 1 + Stamp 4) Applied On 11/02/2019 Application received On 12/02/2019 Acknowledgement  Pending Second Letter Pending Awaiting On Approval Pending Date of Ceremony Pending,NonEU (Stamp 1 + Stamp 4),2019-02-11,2019-02-12,,,,,False,True,Stamp 1 + Stamp 4,False,Non-EU
Application Based On NonEU (Stamp 1 + Stamp 4) Applied On 11 February 2019 Application received On 12 February 2019 Acknowledgement  Pending Second Letter Pending Awaiting On Approval Pending Date of Ceremony Pending,NonEU (Stamp 1 + Stamp 4),2019-02-11,2019-02-12,,,,,False,True,Stamp 1 + Stamp 4,False,Non-EU
"Application Based On NonEU (Stamp 1 + Stamp 4), 7 years residency  Applied On 11 February 2019 Application received On 12 February 2019 Acknowledgement  Pending Second Letter Pending Awaiting On Approval Pending Date of Ceremony Pending","NonEU (Stamp 1 + Stamp 4), 7 years residency",2019-02-11,2019-02-12,,,,,False,True,"Stamp 1 + Stamp 4), 7 years residency",False,Non-EU
"Application Based On Non-EU (Visa C + Stamp 4 EUFAM) Applied On 14 February 2019 Application received On 15 February 2019 Acknowledgement  11 March 2019. Requesting police clearance certificate, from Team 3. Second Letter Pending Awaiting On Approval Pending Date of Ceremony Pending",Non-EU (Visa C + Stamp 4 EUFAM),2019-02-14,2019-02-15,2019-03-11,,,,False,True,Stamp 4 EUFAM,False,Non-EU
"Application Based On Non-EU (Visa C + Stamp 4 EUFAM) Applied On 14 February 2019 Application received On 15 February 2019 Acknowledgement & second letter 11 March 2019. Requesting police clearance certificate, which was sent in 2 weeks time.  Approval 18 Nov. 2019    Date of Ceremony Pending",Non-EU (Visa C + Stamp 4 EUFAM),2019-02-14,2019-02-15,2019-03-11,2019-03-11,,,False,True,Stamp 4 EUFAM,False,Non-EU
"Application Based On Non-EU (Visa C + 5 years Stamp 4 EUFAM) Applied On 14 February 2019 Application received On 15 February 2019 Acknowledgement & second letter 11 March 2019. Requesting police clearance certificate, which was sent in 2 weeks time. Approval 18 Nov. 2019    Date of Ceremony 2 March 2020   (letter received 11 Feb 2020)",Non-EU (Visa C + 5 years Stamp 4 EUFAM),2019-02-14,2019-02-15,2019-03-11,2019-03-11,,2020-03-02,False,True,Stamp 4 EUFAM,False,Non-EU
"Application Based On Residence, non EU Applied On 15/02/2019 Application received On 16/02/2019 Acknowledgement  Pending  Second Letter Pending Awaiting On Approval Pending Date of Ceremony Pending","Residence, non EU",2019-02-15,2019-02-16,,,,,False,True,,False,Non-EU
Application Based On NonEU (Stamp 1 + Stamp 4 - 16 years living and working in Ireland) Applied On 15/02/2019 Application received On 17/02/2019 Acknowledgement  21/02/2019 (received 4 passports back and receipt of payment + letter of acknowledgement) Second Letter  Awaiting On Approval Pending Date of Ceremony Pending,NonEU (Stamp 1 + Stamp 4 - 16 years living and working in Ireland),2019-02-15,2019-02-17,2019-02-21,,,,False,True,Stamp 1 + Stamp 4 - 16 years living and working in Ireland,False,Non-EU
"Application Based On NonEU (Stamp 1 + Stamp 4 - 16 years living and working in Ireland) Applied On 15/02/2019 Application received On 17/02/2019 Acknowledgement  21/02/2019 (received 4 passports back and receipt of payment + letter of acknowledgement) Second Letter 21/02/2019 Awaiting On Approval Approved 27/05/2019 Date of Ceremony Pending - Posted Bank Draft, Photos and GNIB card on 28/05/2019",NonEU (Stamp 1 + Stamp 4 - 16 years living and working in Ireland),2019-02-15,2019-02-17,2019-02-21,2019-02-21,2019-05-27,,False,True,Stamp 1 + Stamp 4 - 16 years living and working in Ireland,False,Non-EU
Application Based On NonEU (Stamp 1 + Stamp 4 - 16 years living and working in Ireland) Applied On 15 February 2019 Application received On 17 February 2019 Acknowledgement  21 February 2019 (received 4 passports back and receipt of payment + letter of acknowledgement) Final Stage letter 19 May 2019 Awaiting On Approval Invitation to next ceremony came on the 13th of June 2019 Date of Ceremony 28 June 2019,NonEU (Stamp 1 + Stamp 4 - 16 years living and working in Ireland),2019-02-15,2019-02-17,2019-02-21,,2019-06-01,2019-06-01,False,True,Stamp 1 + Stamp 4 - 16 years living and working in Ireland,False,Non-EU
Application Based On 5 years of Residence non-EU Applied On 20/02/2019 Application received On 22/02/2019 Acknowledgement  07/03/2019 Second Letter 08/03/2019 (along with passport) Awaiting On Approval 19/11/2019 Date of Ceremony 03/12/2019,5 years of Residence non-EU,2019-02-20,2019-02-22,2019-03-07,2019-03-08,2019-11-19,2019-12-03,False,True,,False,Non-EU
"UPDATE  Application Based On NonEU  (Stamp 1 + Stamp 4) 5 years residency Applied On 25/02/2019 Application received On 26/02/2019 Acknowledgement received 12/03/19 dated 08/03/19 from Team 2 with original documents and receipt, and letter requesting the following         1) I stupidly answered yes to Q5.6 and they request "" dates and details for all absences over six weeks               from 2014 to 25/02/2019.""          2) ""Please complete enclosed statutory form as previous form was incorrectly completed and must be            identified by an up to date passport."" I have sent one signed by a solicitor who identified me using my I.D            as my passport was with DJE. I then sent a third one with a solicitor witnessing it.            3) Bank statements for 3 months of 2014 and 2019. (This was in bold). lol  Second Letter 16/07/2019 dated 13/06/2019  Awaiting On Approval Just rang the department and while they are still waiting on the new bill before they can continue processing, I was assured that my approval is Pending red tape. (""its a done deal"" to quote the man on the line)  Date of Ceremony Pending",NonEU  (Stamp 1 + Stamp 4) 5 years residency,2019-02-25,2019-02-26,,2019-07-16,,,False,True,Stamp 1 + Stamp 4) 5 years residency,False,Non-EU
Application Based On stamp 1& 4 non Eu Applied On 25/02/2019 Acknowledgement  15/03/2019 (back pasport) Asking  more documents 20/04/2019 Received required  documents 28/04/2019 Second Letter 15/06/2019  Approval -19/11/2019 Date of Ceremony - Pending.  December  ceremony  was  fully  booked.,stamp 1& 4 non Eu,2019-02-25,,2019-03-15,2019-06-15,,,False,True,stamp 1& 4 non Eu,False,Non-EU
Application Based On NonEU (Stamp 1 + Stamp 4) Applied On 25/02/2019 Application received On - Acknowledgement  Pending Second Letter Pending Awaiting On Approval Pending Date of Ceremony Pending,NonEU (Stamp 1 + Stamp 4),2019-02-25,,,,,,False,True,Stamp 1 + Stamp 4,False,Non-EU
"UPDATE Application Based On NonEU  (Stamp 1 + Stamp 4) 5 years residency Applied On 25/02/2019 Application received On 26/02/2019  05/03/19  Realized I got a Gard to witness my statutory declaration. So I went to a solicitor for another one, using my national South African ID as proof of identity.  Sent 06/03/2019 Received 07/03/2019  Acknowledgement received 12/03/19 dated 08/03/19 from Team 2 with original documents and receipt, and letter requesting the following         1) I stupidly answered yes to Q5.6 and they request "" dates and details for all absences over six weeks from 2014 to 25/02/2019."" I find this confusing as I have never been absent for over six weeks in one go. It was cumulative. DO I explain this to them? or just send them the details?        2) ""Please complete enclosed statutory form as previous form was incorrectly completed and must be identified by an up to date passport."" I have sent one signed by a solicitor who identified me using my I.D as my passport was with DJE. Do I redo it with a passport?         3) Bank statements for 3 months of 2014 and 2019. (This was in bold). lol   Second Letter Pending Awaiting On Approval Pending Date of Ceremony Pending",NonEU  (Stamp 1 + Stamp 4) 5 years residency,2019-02-25,,,,,,False,True,Stamp 1 + Stamp 4) 5 years residency,False,Non-EU
"UPDATE Application Based On NonEU  (Stamp 1 + Stamp 4) 5 years residency Applied On 25/02/2019 Application received On 26/02/2019  05/03/19  Realized I got a Gard to witness my statutory declaration. So I went to a solicitor for another one, using my national South African ID as proof of identity.  Sent 06/03/2019 Received 07/03/2019[/highlight]  Acknowledgement received 12/03/19 dated 08/03/19 from Team 2 with original documents and receipt, and letter requesting the following         1) I stupidly answered yes to Q5.6 and they request "" dates and details for all absences over six weeks from 2014 to 25/02/2019.""         2) ""Please complete enclosed statutory form as previous form was incorrectly completed and must be identified by an up to date passport."" I have sent one signed by a solicitor who identified me using my I.D as my passport was with DJE. I then sent a third one with a solicitor witnessing it.          3) Bank statements for 3 months of 2014 and 2019. (This was in bold). lol   Second Letter 16/07/2019 dated 13/06/2019  Awaiting On Approval Pending Date of Ceremony Pending",NonEU  (Stamp 1 + Stamp 4) 5 years residency,2019-02-25,,,2019-07-16,,,False,True,Stamp 1 + Stamp 4) 5 years residency,False,Non-EU
Application Based On Non EU ( Stamp 1 & Stamp 4) Applied On 26/02/2019 Application received On 27/02/2019 Acknowledgement  15/03/2019 Second Letter 01/04/2019 Awaiting On Approval 19/11/2019 Date of Ceremony next ceremony 2020,Non EU ( Stamp 1 & Stamp 4),2019-02-26,2019-02-27,2019-03-15,2019-04-01,2019-11-19,,False,True,Stamp 1 & Stamp 4,False,Non-EU
"Application Based On Spouse of an Irish Citizen, EU Citizen Applied On 26/02/2019 Application received On 27/02/2019 Acknowledgement  Pending Second Letter Pending Awaiting On Approval Pending Date of Ceremony Pending","Spouse of an Irish Citizen, EU Citizen",2019-02-26,2019-02-27,,,,,True,False,,False,EU
"Application Based on Non-Eu. Stamp1 and 4 Applied On 27/02/2019 Application received On 28/02/2019 Acknowledgement & Passport Returned On 30/04/2019 Application Number & Receipt 09/08/2019 (old passport, application number and receipt received) Second Letter Pending Awaiting On Approval 09/01/2020 (asking for 950 euros and GNIB) Date of Ceremony Pending",Non-Eu. Stamp1 and 4,2019-02-27,2019-02-28,2019-04-30,,,,False,True,Stamp1 and 4,False,Non-EU
"Application Based on Non-Eu. Stamp 1 and 4 Applied On 27/02/2019 Application received On 28/02/2019 Acknowledgement & Passport Returned On 30/04/2019 Application Number & Receipt 09/08/2019 (old passport, application number and receipt received) Second Letter Pending Awaiting On Approval 09/01/2020 (asking for 950 euros and GNIB) Date of Ceremony 11/02/2020 (2nd March 1230)",Non-Eu. Stamp 1 and 4,2019-02-27,2019-02-28,2019-04-30,,,,False,True,Stamp 1 and 4,False,Non-EU
Application Based On 5 years of Residence non-EU Applied On 27/02/2019 Application received On 28/02/2019 Acknowledgement  Pending Second Letter Pending Awaiting On Approval Pending Date of Ceremony Pending,5 years of Residence non-EU,2019-02-27,2019-02-28,,,,,False,True,,False,Non-EU
Application Based on Non-Eu. Stamp1 and 4 Applied On 27/02/2019 Application received On 28/02/2019 Acknowledgement  Pending Second Letter Pending Awaiting On Approval Pending Date of Ceremony Pending,Non-Eu. Stamp1 and 4,2019-02-27,2019-02-28,,,,,False,True,Stamp1 and 4,False,Non-EU
"Application Based on 3 years of Residence, married to Irish Citizen  Applied On 5 March 2019  Application received 6 March 2019  Acknowledgement 10 May 2019    Second Letter None yet Awaiting On Approval Not yet  Date of Ceremony Not yet","3 years of Residence, married to Irish Citizen",2019-03-05,2019-03-06,2019-05-10,,,,True,True,,False,N/A
"Application Based on 3 years of Residence, married to Irish Citizen  Applied On March 5, 2019  Application received  March 6, 2019   Acknowledgment  Second Letter  Awaiting On Approval  Date of Ceremony","3 years of Residence, married to Irish Citizen",2019-03-05,2019-03-06,,,,,True,True,,False,N/A
"Application Based on 3 years of Residence, married to Irish Citizen  Applied On 5 March, 2019  Application received 6 March, 2019  Acknowledgement None as of 25 March Second Letter  Awaiting On Approval  Date of Ceremony","3 years of Residence, married to Irish Citizen",2019-03-05,2019-03-06,,,,,True,True,,False,N/A
Application Based On Non-EU (Stamp 1 + Stamp 4 - 6 years living and working in Ireland) Applied On 06/03/2019 Application received On 07/03/2019 Acknowledgement  03/05/2019 Second Letter Pending Awaiting On Approval Pending Date of Ceremony Pending,Non-EU (Stamp 1 + Stamp 4 - 6 years living and working in Ireland),2019-03-06,2019-03-07,2019-05-03,,,,False,True,Stamp 1 + Stamp 4 - 6 years living and working in Ireland,False,Non-EU
Applied 8th of march 2019 Requested  additional documents  Passports back after 3 weeks Second stage letter 3 of july 2019 Approval Pending Invitation Pending  Got email application is being prepared to submit to minister,,2019-03-08,,,,,,False,False,,False,N/A
"Application Based On Stamp 4+1, Non-EU  Applied On 11/03/2019 Application received On 12/03/2019 Acknowledgement 11/04/2019 Second Letter Pending Awaiting On Approval Pending Date of Ceremony Pending [/quote]","Stamp 4+1, Non-EU",2019-03-11,2019-03-12,2019-04-11,,,,False,True,"Stamp 4+1, Non-EU",False,Non-EU
"Application Based On Stamp 4+1, Non-EU from Zimbabwe Applied On 11/03/2019 Application received On 12/03/2019 Acknowledgement Pending Second Letter Pending Awaiting On Approval Pending Date of Ceremony Pending","Stamp 4+1, Non-EU from Zimbabwe",2019-03-11,2019-03-12,,,,,False,True,"Stamp 4+1, Non-EU from Zimbabwe",False,Non-EU
"Posting on behalf of a spouse  Application Based On 5+ years residency, Stamp 3 (NON-EU) Applied On 12 March 2019 Application received the next day Discovered a missing P21 for 2018 tax year, posted it on 26 March 2019 (decided not to wait for it to be requested) Acknowledgement 9 May 2019 - Passports returned (after a successful phone call and request to return them) Second Letter, receipt, and notice that the application has moved to the 2nd stage 29 May 2019 Third letter, request for police clearance certs and 28 days to provide them - 24 September 2019 No further documents requested. Posted a reply asking for an extension as 28 days will not be enough to provide all three. Currently waiting for the certs. Awaiting On Approval Pending Date of Ceremony Pending","5+ years residency, Stamp 3 (NON-EU)",2019-03-12,,2019-05-09,2019-05-29,,,False,True,Stamp 3 (NON-EU,False,Non-EU
Application Based On 3 years in NI with irish spouse  Applied On 12/03/2019 Acknowledgement  21 oct 2019 (back pasport) Second Letter 22 oct 2019 Awaiting On Approval - Date of Ceremony -,3 years in NI with irish spouse,2019-03-12,,2019-10-21,2019-10-22,,,True,False,,False,N/A
Application Based On 5 years of Residence non-EU Applied On 13/03/2019 Application received On 14/03/2019 Acknowledgement  Pending Second Letter Pending Awaiting On Approval Pending Date of Ceremony Pending,5 years of Residence non-EU,2019-03-13,2019-03-14,,,,,False,True,,False,Non-EU
"Application Based On Non-EU ( Stamp 4= 5yrs +) Applied On 14 March 2019 Application received On 15 March 2019 Acknowledgement  22 May 2019 (received original passport back after i requested ,No Reference # still waiting) second Letter Pending Awaiting On Approval Pending Date of Ceremony Pending  Note i applied with 2 mates one has no reference # like myself and another one who applied a week later after us has ref# and in second stage confirmation later",Non-EU ( Stamp 4= 5yrs +),2019-03-14,2019-03-15,2019-05-22,,,,False,True,Stamp 4= 5yrs,False,Non-EU
"[quote=macdre55 post_id=1791770 time=1560375683 user_id=183038] Application Based On Non-EU ( Stamp 4= 5yrs +) Applied On 14 March 2019 Application received On 15 March 2019 Acknowledgement  22 May 2019 (received original passport back after i requested ,No Reference # still waiting) Reference Sent     23 August,2019 - Old Passport Sent Back,Receipt and Reference number is issued second Letter        Pending Awaiting On Approval     Pending Date of Ceremony    Pending",Non-EU ( Stamp 4= 5yrs +),2019-03-14,2019-03-15,2019-05-22,,,,False,True,Stamp 4= 5yrs,False,Non-EU
Application Based On Grandchild of an Irish Citizen Applied On 15/03/2019 Application received On 20/03/2019 Acknowledgement  Pending Second Letter Pending Awaiting On Approval Pending Date of Ceremony Pending,Grandchild of an Irish Citizen,2019-03-15,2019-03-20,,,,,False,False,,True,N/A
Application Based On (Stamp 4+ Stamp 4 Eufam)  Applied On 15/03/2019 Application received On Pending  Acknowledgement  Pending Second Letter Pending Awaiting On Approval Pending Date of Ceremony Pending,(Stamp 4+ Stamp 4 Eufam),2019-03-15,,,,,,False,True,Stamp 4+ Stamp 4 Eufam,False,EU
Application Based on Non-Eu. Stamp 1 and 4 Applied On 19/03/2019 Application received On 20/03/2019 Acknowledgement & Passport Returned On 24/04/2019 (after requesting due to travel) Application Number & Receipt 15/08/2019 Second Letter Pending Awaiting On Approval Pending Date of Ceremony Pending,Non-Eu. Stamp 1 and 4,2019-03-19,2019-03-20,2019-04-24,,,,False,True,Stamp 1 and 4,False,Non-EU
"Application Based On 5 Years Residency, Stamp 4 Non-EU Applied On 19 March 2019 Application received On 20 March 2019  Acknowledgement  None received (Is 8+ weeks with no acknowledgement normal? A friend who applied a week or two earlier received one in 3 weeks). Also no responses to phone calls and an email sent 3 days back.  Second Letter Pending  Awaiting On Approval Pending  Date of Ceremony Pending","5 Years Residency, Stamp 4 Non-EU",2019-03-19,2019-03-20,,,,,False,True,Stamp 4 Non-EU,False,Non-EU
